
HELL
Ceiling: 253, 201, 169
Floor: 220, 100, 30
Player pos >> x:288.000000 (4), y: 96.000000 (1), Player angle: 180.000000
Size of map >> y:3, x: 6
t(3, 2), ray: 0 >> ray: 210.000000, colonm_point: 46
 t(0, 1), ray: 238 >> ray: 186.199997, colonm_point: 7
 t(0, 1), ray: 239 >> ray: 186.100006, colonm_point: 7
 t(0, 1), ray: 240 >> ray: 186.000000, colonm_point: 8
 t(0, 1), ray: 241 >> ray: 185.899994, colonm_point: 8
 t(0, 1), ray: 242 >> ray: 185.800003, colonm_point: 9
 t(0, 1), ray: 243 >> ray: 185.699997, colonm_point: 9
 t(0, 1), ray: 244 >> ray: 185.600006, colonm_point: 9
 t(0, 1), ray: 245 >> ray: 185.500000, colonm_point: 10
 t(0, 1), ray: 246 >> ray: 185.399994, colonm_point: 10
 t(0, 1), ray: 247 >> ray: 185.300003, colonm_point: 11
 t(0, 1), ray: 248 >> ray: 185.199997, colonm_point: 11
 t(0, 1), ray: 249 >> ray: 185.100006, colonm_point: 11
 t(0, 1), ray: 250 >> ray: 185.000000, colonm_point: 12
 t(0, 1), ray: 251 >> ray: 184.899994, colonm_point: 12
 t(0, 1), ray: 252 >> ray: 184.800003, colonm_point: 13
 t(0, 1), ray: 253 >> ray: 184.699997, colonm_point: 13
 t(0, 1), ray: 254 >> ray: 184.600006, colonm_point: 13
 t(0, 1), ray: 255 >> ray: 184.500000, colonm_point: 14
 t(0, 1), ray: 256 >> ray: 184.399994, colonm_point: 14
 t(0, 1), ray: 257 >> ray: 184.300003, colonm_point: 15
 t(0, 1), ray: 258 >> ray: 184.199997, colonm_point: 15
 t(0, 1), ray: 259 >> ray: 184.100006, colonm_point: 15
 t(0, 1), ray: 260 >> ray: 184.000000, colonm_point: 16
 t(0, 1), ray: 261 >> ray: 183.899994, colonm_point: 16
 t(0, 1), ray: 262 >> ray: 183.800003, colonm_point: 17
 t(0, 1), ray: 263 >> ray: 183.699997, colonm_point: 17
 t(0, 1), ray: 264 >> ray: 183.600006, colonm_point: 17
 t(0, 1), ray: 265 >> ray: 183.500000, colonm_point: 18
 t(0, 1), ray: 266 >> ray: 183.399994, colonm_point: 18
 t(0, 1), ray: 267 >> ray: 183.300003, colonm_point: 19
 t(0, 1), ray: 268 >> ray: 183.199997, colonm_point: 19
 t(0, 1), ray: 269 >> ray: 183.100006, colonm_point: 19
 t(0, 1), ray: 270 >> ray: 183.000000, colonm_point: 20
 t(0, 1), ray: 271 >> ray: 182.899994, colonm_point: 20
 t(0, 1), ray: 272 >> ray: 182.800003, colonm_point: 21
 t(0, 1), ray: 273 >> ray: 182.699997, colonm_point: 21
 t(0, 1), ray: 274 >> ray: 182.600006, colonm_point: 21
 t(0, 1), ray: 275 >> ray: 182.500000, colonm_point: 22
 t(0, 1), ray: 276 >> ray: 182.399994, colonm_point: 22
 t(0, 1), ray: 277 >> ray: 182.300003, colonm_point: 22
 t(0, 1), ray: 278 >> ray: 182.199997, colonm_point: 23
 t(0, 1), ray: 279 >> ray: 182.100006, colonm_point: 23
 t(0, 1), ray: 280 >> ray: 182.000000, colonm_point: 24
 t(0, 1), ray: 281 >> ray: 181.899994, colonm_point: 24
 t(0, 1), ray: 282 >> ray: 181.800003, colonm_point: 24
 t(0, 1), ray: 283 >> ray: 181.699997, colonm_point: 25
 t(0, 1), ray: 284 >> ray: 181.600006, colonm_point: 25
 t(0, 1), ray: 285 >> ray: 181.500000, colonm_point: 26
 t(0, 1), ray: 286 >> ray: 181.399994, colonm_point: 26
 t(0, 1), ray: 287 >> ray: 181.300003, colonm_point: 26
 t(0, 1), ray: 288 >> ray: 181.199997, colonm_point: 27
 t(0, 1), ray: 289 >> ray: 181.100006, colonm_point: 27
 t(0, 1), ray: 290 >> ray: 181.000000, colonm_point: 28
 t(0, 1), ray: 291 >> ray: 180.899994, colonm_point: 28
 t(0, 1), ray: 292 >> ray: 180.800003, colonm_point: 28
 t(0, 1), ray: 293 >> ray: 180.699997, colonm_point: 29
 t(0, 1), ray: 294 >> ray: 180.600006, colonm_point: 29
 t(0, 1), ray: 295 >> ray: 180.500000, colonm_point: 30
 t(0, 1), ray: 296 >> ray: 180.399994, colonm_point: 30
 t(0, 1), ray: 297 >> ray: 180.300003, colonm_point: 30
 t(0, 1), ray: 298 >> ray: 180.199997, colonm_point: 31
 t(0, 1), ray: 299 >> ray: 180.100006, colonm_point: 31
 t(0, 1), ray: 300 >> ray: 180.000000, colonm_point: 31
 t(0, 1), ray: 301 >> ray: 179.899994, colonm_point: 32
 t(0, 1), ray: 302 >> ray: 179.800003, colonm_point: 32
 t(0, 1), ray: 303 >> ray: 179.699997, colonm_point: 33
 t(0, 1), ray: 304 >> ray: 179.600006, colonm_point: 33
 t(0, 1), ray: 305 >> ray: 179.500000, colonm_point: 33
 t(0, 1), ray: 306 >> ray: 179.399994, colonm_point: 34
 t(0, 1), ray: 307 >> ray: 179.300003, colonm_point: 34
 t(0, 1), ray: 308 >> ray: 179.199997, colonm_point: 35
 t(0, 1), ray: 309 >> ray: 179.100006, colonm_point: 35
 t(0, 1), ray: 310 >> ray: 179.000000, colonm_point: 35
 t(0, 1), ray: 311 >> ray: 178.899994, colonm_point: 36
 t(0, 1), ray: 312 >> ray: 178.800003, colonm_point: 36
 t(0, 1), ray: 313 >> ray: 178.699997, colonm_point: 37
 t(0, 1), ray: 314 >> ray: 178.600006, colonm_point: 37
 t(0, 1), ray: 315 >> ray: 178.500000, colonm_point: 37
 t(0, 1), ray: 316 >> ray: 178.399994, colonm_point: 38
 t(0, 1), ray: 317 >> ray: 178.300003, colonm_point: 38
 t(0, 1), ray: 318 >> ray: 178.199997, colonm_point: 39
 t(0, 1), ray: 319 >> ray: 178.100006, colonm_point: 39
 t(0, 1), ray: 320 >> ray: 178.000000, colonm_point: 39
 t(0, 1), ray: 321 >> ray: 177.899994, colonm_point: 40
 t(0, 1), ray: 322 >> ray: 177.800003, colonm_point: 40
 t(0, 1), ray: 323 >> ray: 177.699997, colonm_point: 41
 t(0, 1), ray: 324 >> ray: 177.600006, colonm_point: 41
 t(0, 1), ray: 325 >> ray: 177.500000, colonm_point: 41
 t(0, 1), ray: 326 >> ray: 177.399994, colonm_point: 42
 t(0, 1), ray: 327 >> ray: 177.300003, colonm_point: 42
 t(0, 1), ray: 328 >> ray: 177.199997, colonm_point: 42
 t(0, 1), ray: 329 >> ray: 177.100006, colonm_point: 43
 t(0, 1), ray: 330 >> ray: 177.000000, colonm_point: 43
 t(0, 1), ray: 331 >> ray: 176.899994, colonm_point: 44
 t(0, 1), ray: 332 >> ray: 176.800003, colonm_point: 44
 t(0, 1), ray: 333 >> ray: 176.699997, colonm_point: 44
 t(0, 1), ray: 334 >> ray: 176.600006, colonm_point: 45
 t(0, 1), ray: 335 >> ray: 176.500000, colonm_point: 45
 t(0, 1), ray: 336 >> ray: 176.399994, colonm_point: 46
 t(0, 1), ray: 337 >> ray: 176.300003, colonm_point: 46
 t(0, 1), ray: 338 >> ray: 176.199997, colonm_point: 46
 t(0, 1), ray: 339 >> ray: 176.100006, colonm_point: 47
 t(0, 1), ray: 340 >> ray: 176.000000, colonm_point: 47
 t(0, 1), ray: 341 >> ray: 175.899994, colonm_point: 48
 t(0, 1), ray: 342 >> ray: 175.800003, colonm_point: 48
 t(0, 1), ray: 343 >> ray: 175.699997, colonm_point: 48
 t(0, 1), ray: 344 >> ray: 175.600006, colonm_point: 49
 t(0, 1), ray: 345 >> ray: 175.500000, colonm_point: 49
 t(0, 1), ray: 346 >> ray: 175.399994, colonm_point: 50
 t(0, 1), ray: 347 >> ray: 175.300003, colonm_point: 50
 t(0, 1), ray: 348 >> ray: 175.199997, colonm_point: 50
 t(0, 1), ray: 349 >> ray: 175.100006, colonm_point: 51
 t(0, 1), ray: 350 >> ray: 175.000000, colonm_point: 51
 t(0, 1), ray: 351 >> ray: 174.899994, colonm_point: 52
 t(0, 1), ray: 352 >> ray: 174.800003, colonm_point: 52
 t(0, 1), ray: 353 >> ray: 174.699997, colonm_point: 52
 t(0, 1), ray: 354 >> ray: 174.600006, colonm_point: 53
 t(0, 1), ray: 355 >> ray: 174.500000, colonm_point: 53
 t(0, 1), ray: 356 >> ray: 174.399994, colonm_point: 54
 t(0, 1), ray: 357 >> ray: 174.300003, colonm_point: 54
 t(0, 1), ray: 358 >> ray: 174.199997, colonm_point: 54
 t(0, 1), ray: 359 >> ray: 174.100006, colonm_point: 55
 t(0, 1), ray: 360 >> ray: 174.000000, colonm_point: 55
 t(0, 1), ray: 361 >> ray: 173.899994, colonm_point: 56
 t(0, 1), ray: 362 >> ray: 173.800003, colonm_point: 56
 t(0, 1), ray: 363 >> ray: 173.699997, colonm_point: 56
 t(0, 1), ray: 364 >> ray: 173.600006, colonm_point: 57
 t(0, 1), ray: 365 >> ray: 173.500000, colonm_point: 57
 t(0, 1), ray: 366 >> ray: 173.399994, colonm_point: 58
 t(0, 1), ray: 367 >> ray: 173.300003, colonm_point: 58
 t(0, 1), ray: 368 >> ray: 173.199997, colonm_point: 58
 t(0, 1), ray: 369 >> ray: 173.100006, colonm_point: 59
 t(0, 1), ray: 370 >> ray: 173.000000, colonm_point: 59
 t(0, 1), ray: 371 >> ray: 172.899994, colonm_point: 60
 t(0, 1), ray: 372 >> ray: 172.800003, colonm_point: 60
 t(0, 1), ray: 373 >> ray: 172.699997, colonm_point: 60
 t(0, 1), ray: 374 >> ray: 172.600006, colonm_point: 61
 t(0, 1), ray: 375 >> ray: 172.500000, colonm_point: 61
 t(0, 1), ray: 376 >> ray: 172.399994, colonm_point: 62
 t(0, 1), ray: 377 >> ray: 172.300003, colonm_point: 62
 t(0, 1), ray: 378 >> ray: 172.199997, colonm_point: 62
 t(0, 1), ray: 379 >> ray: 172.100006, colonm_point: 63
 t(0, 1), ray: 380 >> ray: 172.000000, colonm_point: 63
 t(1, 0), ray: 381 >> ray: 171.899994, colonm_point: 63
 t(1, 0), ray: 382 >> ray: 171.800003, colonm_point: 60
 t(1, 0), ray: 383 >> ray: 171.699997, colonm_point: 57
 t(1, 0), ray: 384 >> ray: 171.600006, colonm_point: 55
 t(1, 0), ray: 385 >> ray: 171.500000, colonm_point: 52
 t(1, 0), ray: 386 >> ray: 171.399994, colonm_point: 49
 t(1, 0), ray: 387 >> ray: 171.300003, colonm_point: 47
 t(1, 0), ray: 388 >> ray: 171.199997, colonm_point: 45
 t(1, 0), ray: 389 >> ray: 171.100006, colonm_point: 42
 t(1, 0), ray: 390 >> ray: 171.000000, colonm_point: 40
 t(1, 0), ray: 391 >> ray: 170.899994, colonm_point: 38
 t(1, 0), ray: 392 >> ray: 170.800003, colonm_point: 35
 t(1, 0), ray: 393 >> ray: 170.699997, colonm_point: 33
 t(1, 0), ray: 394 >> ray: 170.600006, colonm_point: 31
 t(1, 0), ray: 395 >> ray: 170.500000, colonm_point: 29
 t(1, 0), ray: 396 >> ray: 170.399994, colonm_point: 27
 t(1, 0), ray: 397 >> ray: 170.300003, colonm_point: 25
 t(1, 0), ray: 398 >> ray: 170.199997, colonm_point: 23
 t(1, 0), ray: 399 >> ray: 170.100006, colonm_point: 21
 t(1, 0), ray: 400 >> ray: 170.000000, colonm_point: 19
 t(1, 0), ray: 401 >> ray: 169.899994, colonm_point: 17
 t(1, 0), ray: 402 >> ray: 169.800003, colonm_point: 15
 t(1, 0), ray: 403 >> ray: 169.699997, colonm_point: 14
 t(1, 0), ray: 404 >> ray: 169.600006, colonm_point: 12
 t(1, 0), ray: 405 >> ray: 169.500000, colonm_point: 10
 t(1, 0), ray: 406 >> ray: 169.399994, colonm_point: 8
 t(1, 0), ray: 407 >> ray: 169.300003, colonm_point: 7
 t(1, 0), ray: 408 >> ray: 169.199997, colonm_point: 5
 t(1, 0), ray: 409 >> ray: 169.100006, colonm_point: 4
 t(1, 0), ray: 410 >> ray: 169.000000, colonm_point: 2
 t(1, 0), ray: 411 >> ray: 168.899994, colonm_point: 1
 t(2, 0), ray: 412 >> ray: 168.800003, colonm_point: 63
 t(2, 0), ray: 413 >> ray: 168.699997, colonm_point: 62
 t(2, 0), ray: 414 >> ray: 168.600006, colonm_point: 60
 t(2, 0), ray: 415 >> ray: 168.500000, colonm_point: 59
 t(2, 0), ray: 416 >> ray: 168.399994, colonm_point: 57
 t(2, 0), ray: 417 >> ray: 168.300003, colonm_point: 56
 t(2, 0), ray: 418 >> ray: 168.199997, colonm_point: 54
 t(2, 0), ray: 419 >> ray: 168.100006, colonm_point: 53
 t(2, 0), ray: 420 >> ray: 168.000000, colonm_point: 52
 t(2, 0), ray: 421 >> ray: 167.899994, colonm_point: 50
 t(2, 0), ray: 422 >> ray: 167.800003, colonm_point: 49
 t(2, 0), ray: 423 >> ray: 167.699997, colonm_point: 48
 t(2, 0), ray: 424 >> ray: 167.600006, colonm_point: 47
 t(2, 0), ray: 425 >> ray: 167.500000, colonm_point: 45
 t(2, 0), ray: 426 >> ray: 167.399994, colonm_point: 44
 t(2, 0), ray: 427 >> ray: 167.300003, colonm_point: 43
 t(2, 0), ray: 428 >> ray: 167.199997, colonm_point: 42
 t(2, 0), ray: 429 >> ray: 167.100006, colonm_point: 41
 t(2, 0), ray: 430 >> ray: 167.000000, colonm_point: 40
 t(2, 0), ray: 431 >> ray: 166.899994, colonm_point: 39
 t(2, 0), ray: 432 >> ray: 166.800003, colonm_point: 37
 t(2, 0), ray: 433 >> ray: 166.699997, colonm_point: 36
 t(2, 0), ray: 434 >> ray: 166.600006, colonm_point: 35
 t(2, 0), ray: 435 >> ray: 166.500000, colonm_point: 34
 t(2, 0), ray: 436 >> ray: 166.399994, colonm_point: 33
 t(2, 0), ray: 437 >> ray: 166.300003, colonm_point: 32
 t(2, 0), ray: 438 >> ray: 166.199997, colonm_point: 31
 t(2, 0), ray: 439 >> ray: 166.100006, colonm_point: 30
 t(2, 0), ray: 440 >> ray: 166.000000, colonm_point: 29
 t(2, 0), ray: 441 >> ray: 165.899994, colonm_point: 28
 t(2, 0), ray: 442 >> ray: 165.800003, colonm_point: 27
 t(2, 0), ray: 443 >> ray: 165.699997, colonm_point: 26
 t(2, 0), ray: 444 >> ray: 165.600006, colonm_point: 25
 t(2, 0), ray: 445 >> ray: 165.500000, colonm_point: 24
 t(2, 0), ray: 446 >> ray: 165.399994, colonm_point: 24
 t(2, 0), ray: 447 >> ray: 165.300003, colonm_point: 23
 t(2, 0), ray: 448 >> ray: 165.199997, colonm_point: 22
 t(2, 0), ray: 449 >> ray: 165.100006, colonm_point: 21
 t(2, 0), ray: 450 >> ray: 165.000000, colonm_point: 20
 t(2, 0), ray: 451 >> ray: 164.899994, colonm_point: 19
 t(2, 0), ray: 452 >> ray: 164.800003, colonm_point: 18
 t(2, 0), ray: 453 >> ray: 164.699997, colonm_point: 18
 t(2, 0), ray: 454 >> ray: 164.600006, colonm_point: 17
 t(2, 0), ray: 455 >> ray: 164.500000, colonm_point: 16
 t(2, 0), ray: 456 >> ray: 164.399994, colonm_point: 15
 t(2, 0), ray: 457 >> ray: 164.300003, colonm_point: 14
 t(2, 0), ray: 458 >> ray: 164.199997, colonm_point: 14
 t(2, 0), ray: 459 >> ray: 164.100006, colonm_point: 13
 t(2, 0), ray: 460 >> ray: 164.000000, colonm_point: 12
 t(2, 0), ray: 461 >> ray: 163.899994, colonm_point: 11
 t(2, 0), ray: 462 >> ray: 163.800003, colonm_point: 11
 t(2, 0), ray: 463 >> ray: 163.699997, colonm_point: 10
 t(2, 0), ray: 464 >> ray: 163.600006, colonm_point: 9
 t(2, 0), ray: 465 >> ray: 163.500000, colonm_point: 8
 t(2, 0), ray: 466 >> ray: 163.399994, colonm_point: 8
 t(2, 0), ray: 467 >> ray: 163.300003, colonm_point: 7
 t(2, 0), ray: 468 >> ray: 163.199997, colonm_point: 6
 t(2, 0), ray: 469 >> ray: 163.100006, colonm_point: 6
 t(2, 0), ray: 470 >> ray: 163.000000, colonm_point: 5
 t(2, 0), ray: 471 >> ray: 162.899994, colonm_point: 4
 t(2, 0), ray: 472 >> ray: 162.800003, colonm_point: 4
 t(2, 0), ray: 473 >> ray: 162.699997, colonm_point: 3
 t(2, 0), ray: 474 >> ray: 162.600006, colonm_point: 2
 t(2, 0), ray: 475 >> ray: 162.500000, colonm_point: 2
 t(2, 0), ray: 476 >> ray: 162.399994, colonm_point: 1
 t(2, 0), ray: 477 >> ray: 162.300003, colonm_point: 0
 t(2, 0), ray: 478 >> ray: 162.199997, colonm_point: 0
 t(3, 0), ray: 479 >> ray: 162.100006, colonm_point: 63
 t(3, 0), ray: 480 >> ray: 162.000000, colonm_point: 62
 t(3, 0), ray: 481 >> ray: 161.899994, colonm_point: 62
 t(3, 0), ray: 482 >> ray: 161.800003, colonm_point: 61
 t(3, 0), ray: 483 >> ray: 161.699997, colonm_point: 61
 t(3, 0), ray: 484 >> ray: 161.600006, colonm_point: 60
 t(3, 0), ray: 485 >> ray: 161.500000, colonm_point: 60
 t(3, 0), ray: 486 >> ray: 161.399994, colonm_point: 59
 t(3, 0), ray: 487 >> ray: 161.300003, colonm_point: 58
 t(3, 0), ray: 488 >> ray: 161.199997, colonm_point: 58
 t(3, 0), ray: 489 >> ray: 161.100006, colonm_point: 57
 t(3, 0), ray: 490 >> ray: 161.000000, colonm_point: 57
 t(3, 0), ray: 491 >> ray: 160.899994, colonm_point: 56
 t(3, 0), ray: 492 >> ray: 160.800003, colonm_point: 56
 t(3, 0), ray: 493 >> ray: 160.699997, colonm_point: 55
 t(3, 0), ray: 494 >> ray: 160.600006, colonm_point: 55
 t(3, 0), ray: 495 >> ray: 160.500000, colonm_point: 54
 t(3, 0), ray: 496 >> ray: 160.399994, colonm_point: 54
 t(3, 0), ray: 497 >> ray: 160.300003, colonm_point: 53
 t(3, 0), ray: 498 >> ray: 160.199997, colonm_point: 53
 t(3, 0), ray: 499 >> ray: 160.100006, colonm_point: 52
 t(3, 0), ray: 500 >> ray: 160.000000, colonm_point: 52
 t(3, 0), ray: 501 >> ray: 159.899994, colonm_point: 51
 t(3, 0), ray: 502 >> ray: 159.800003, colonm_point: 51
 t(3, 0), ray: 503 >> ray: 159.699997, colonm_point: 50
 t(3, 0), ray: 504 >> ray: 159.600006, colonm_point: 50
 t(3, 0), ray: 505 >> ray: 159.500000, colonm_point: 49
 t(3, 0), ray: 506 >> ray: 159.399994, colonm_point: 49
 t(3, 0), ray: 507 >> ray: 159.300003, colonm_point: 48
 t(3, 0), ray: 508 >> ray: 159.199997, colonm_point: 48
 t(3, 0), ray: 509 >> ray: 159.100006, colonm_point: 47
 t(3, 0), ray: 510 >> ray: 159.000000, colonm_point: 47
 t(3, 0), ray: 511 >> ray: 158.899994, colonm_point: 46
 t(3, 0), ray: 512 >> ray: 158.800003, colonm_point: 46
 t(3, 0), ray: 513 >> ray: 158.699997, colonm_point: 45
 t(3, 0), ray: 514 >> ray: 158.600006, colonm_point: 45
 t(3, 0), ray: 515 >> ray: 158.500000, colonm_point: 44
 t(3, 0), ray: 516 >> ray: 158.399994, colonm_point: 44
 t(3, 0), ray: 517 >> ray: 158.300003, colonm_point: 44
 t(3, 0), ray: 518 >> ray: 158.199997, colonm_point: 43
 t(3, 0), ray: 519 >> ray: 158.100006, colonm_point: 43
 t(3, 0), ray: 520 >> ray: 158.000000, colonm_point: 42
 t(3, 0), ray: 521 >> ray: 157.899994, colonm_point: 42
 t(3, 0), ray: 522 >> ray: 157.800003, colonm_point: 42
 t(3, 0), ray: 523 >> ray: 157.699997, colonm_point: 41
 t(3, 0), ray: 524 >> ray: 157.600006, colonm_point: 41
 t(3, 0), ray: 525 >> ray: 157.500000, colonm_point: 40
 t(3, 0), ray: 526 >> ray: 157.399994, colonm_point: 40
 t(3, 0), ray: 527 >> ray: 157.300003, colonm_point: 39
 t(3, 0), ray: 528 >> ray: 157.199997, colonm_point: 39
 t(3, 0), ray: 529 >> ray: 157.100006, colonm_point: 39
 t(3, 0), ray: 530 >> ray: 157.000000, colonm_point: 38
 t(3, 0), ray: 531 >> ray: 156.899994, colonm_point: 38
 t(3, 0), ray: 532 >> ray: 156.800003, colonm_point: 38
 t(3, 0), ray: 533 >> ray: 156.699997, colonm_point: 37
 t(3, 0), ray: 534 >> ray: 156.600006, colonm_point: 37
 t(3, 0), ray: 535 >> ray: 156.500000, colonm_point: 36
 t(3, 0), ray: 536 >> ray: 156.399994, colonm_point: 36
 t(3, 0), ray: 537 >> ray: 156.300003, colonm_point: 36
 t(3, 0), ray: 538 >> ray: 156.199997, colonm_point: 35
 t(3, 0), ray: 539 >> ray: 156.100006, colonm_point: 35
 t(3, 0), ray: 540 >> ray: 156.000000, colonm_point: 35
 t(3, 0), ray: 541 >> ray: 155.899994, colonm_point: 34
 t(3, 0), ray: 542 >> ray: 155.800003, colonm_point: 34
 t(3, 0), ray: 543 >> ray: 155.699997, colonm_point: 33
 t(3, 0), ray: 544 >> ray: 155.600006, colonm_point: 33
 t(3, 0), ray: 545 >> ray: 155.500000, colonm_point: 33
 t(3, 0), ray: 546 >> ray: 155.399994, colonm_point: 32
 t(3, 0), ray: 547 >> ray: 155.300003, colonm_point: 32
 t(3, 0), ray: 548 >> ray: 155.199997, colonm_point: 32
 t(3, 0), ray: 549 >> ray: 155.100006, colonm_point: 31
 t(3, 0), ray: 550 >> ray: 155.000000, colonm_point: 31
 t(3, 0), ray: 551 >> ray: 154.899994, colonm_point: 31
 t(3, 0), ray: 552 >> ray: 154.800003, colonm_point: 30
 t(3, 0), ray: 553 >> ray: 154.699997, colonm_point: 30
 t(3, 0), ray: 554 >> ray: 154.600006, colonm_point: 30
 t(3, 0), ray: 555 >> ray: 154.500000, colonm_point: 29
 t(3, 0), ray: 556 >> ray: 154.399994, colonm_point: 29
 t(3, 0), ray: 557 >> ray: 154.300003, colonm_point: 29
 t(3, 0), ray: 558 >> ray: 154.199997, colonm_point: 28
 t(3, 0), ray: 559 >> ray: 154.100006, colonm_point: 28
 t(3, 0), ray: 560 >> ray: 154.000000, colonm_point: 28
 t(3, 0), ray: 561 >> ray: 153.899994, colonm_point: 28
 t(3, 0), ray: 562 >> ray: 153.800003, colonm_point: 27
 t(3, 0), ray: 563 >> ray: 153.699997, colonm_point: 27
 t(3, 0), ray: 564 >> ray: 153.600006, colonm_point: 27
 t(3, 0), ray: 565 >> ray: 153.500000, colonm_point: 26
 t(3, 0), ray: 566 >> ray: 153.399994, colonm_point: 26
 t(3, 0), ray: 567 >> ray: 153.300003, colonm_point: 26
 t(3, 0), ray: 568 >> ray: 153.199997, colonm_point: 25
 t(3, 0), ray: 569 >> ray: 153.100006, colonm_point: 25
 t(3, 0), ray: 570 >> ray: 153.000000, colonm_point: 25
 t(3, 0), ray: 571 >> ray: 152.899994, colonm_point: 24
 t(3, 0), ray: 572 >> ray: 152.800003, colonm_point: 24
 t(3, 0), ray: 573 >> ray: 152.699997, colonm_point: 24
 t(3, 0), ray: 574 >> ray: 152.600006, colonm_point: 24
 t(3, 0), ray: 575 >> ray: 152.500000, colonm_point: 23
 t(3, 0), ray: 576 >> ray: 152.399994, colonm_point: 23
 t(3, 0), ray: 577 >> ray: 152.300003, colonm_point: 23
 t(3, 0), ray: 578 >> ray: 152.199997, colonm_point: 22
 t(3, 0), ray: 579 >> ray: 152.100006, colonm_point: 22
 t(3, 0), ray: 580 >> ray: 152.000000, colonm_point: 22
 t(3, 0), ray: 581 >> ray: 151.899994, colonm_point: 22
 t(3, 0), ray: 582 >> ray: 151.800003, colonm_point: 21
 t(3, 0), ray: 583 >> ray: 151.699997, colonm_point: 21
 t(3, 0), ray: 584 >> ray: 151.600006, colonm_point: 21
 t(3, 0), ray: 585 >> ray: 151.500000, colonm_point: 21
 t(3, 0), ray: 586 >> ray: 151.399994, colonm_point: 20
 t(3, 0), ray: 587 >> ray: 151.300003, colonm_point: 20
 t(3, 0), ray: 588 >> ray: 151.199997, colonm_point: 20
 t(3, 0), ray: 589 >> ray: 151.100006, colonm_point: 19
 t(3, 0), ray: 590 >> ray: 151.000000, colonm_point: 19
 t(3, 0), ray: 591 >> ray: 150.899994, colonm_point: 19
 t(3, 0), ray: 592 >> ray: 150.800003, colonm_point: 19
 t(3, 0), ray: 593 >> ray: 150.699997, colonm_point: 18
 t(3, 0), ray: 594 >> ray: 150.600006, colonm_point: 18
 t(3, 0), ray: 595 >> ray: 150.500000, colonm_point: 18
 t(3, 0), ray: 596 >> ray: 150.399994, colonm_point: 18
 t(3, 0), ray: 597 >> ray: 150.300003, colonm_point: 17
 t(3, 0), ray: 598 >> ray: 150.199997, colonm_point: 17
 t(3, 0), ray: 599 >> ray: 150.100006, colonm_point: 17
 break main loop 


Player pos >> x:288.000000 (4), y: 96.000000 (1), Player angle: 180.000000
Size of map >> y:3, x: 6
t(3, 2), ray: 0 >> ray: 210.000000, colonm_point: 46
 t(3, 2), ray: 1 >> ray: 209.899994, colonm_point: 46
 t(3, 2), ray: 2 >> ray: 209.800003, colonm_point: 46
 t(3, 2), ray: 3 >> ray: 209.699997, colonm_point: 46
 t(3, 2), ray: 4 >> ray: 209.600006, colonm_point: 45
 t(3, 2), ray: 5 >> ray: 209.500000, colonm_point: 45
 t(3, 2), ray: 6 >> ray: 209.399994, colonm_point: 45
 t(3, 2), ray: 7 >> ray: 209.300003, colonm_point: 45
 t(3, 2), ray: 8 >> ray: 209.199997, colonm_point: 44
 t(3, 2), ray: 9 >> ray: 209.100006, colonm_point: 44
 t(3, 2), ray: 10 >> ray: 209.000000, colonm_point: 44
 t(3, 2), ray: 11 >> ray: 208.899994, colonm_point: 44
 t(3, 2), ray: 12 >> ray: 208.800003, colonm_point: 43
 t(3, 2), ray: 13 >> ray: 208.699997, colonm_point: 43
 t(3, 2), ray: 14 >> ray: 208.600006, colonm_point: 43
 t(3, 2), ray: 15 >> ray: 208.500000, colonm_point: 42
 t(3, 2), ray: 16 >> ray: 208.399994, colonm_point: 42
 t(3, 2), ray: 17 >> ray: 208.300003, colonm_point: 42
 t(3, 2), ray: 18 >> ray: 208.199997, colonm_point: 42
 t(3, 2), ray: 19 >> ray: 208.100006, colonm_point: 41
 t(3, 2), ray: 20 >> ray: 208.000000, colonm_point: 41
 t(3, 2), ray: 21 >> ray: 207.899994, colonm_point: 41
 t(3, 2), ray: 22 >> ray: 207.800003, colonm_point: 41
 t(3, 2), ray: 23 >> ray: 207.699997, colonm_point: 40
 t(3, 2), ray: 24 >> ray: 207.600006, colonm_point: 40
 t(3, 2), ray: 25 >> ray: 207.500000, colonm_point: 40
 t(3, 2), ray: 26 >> ray: 207.399994, colonm_point: 39
 t(3, 2), ray: 27 >> ray: 207.300003, colonm_point: 39
 t(3, 2), ray: 28 >> ray: 207.199997, colonm_point: 39
 t(3, 2), ray: 29 >> ray: 207.100006, colonm_point: 39
 t(3, 2), ray: 30 >> ray: 207.000000, colonm_point: 38
 t(3, 2), ray: 31 >> ray: 206.899994, colonm_point: 38
 t(3, 2), ray: 32 >> ray: 206.800003, colonm_point: 38
 t(3, 2), ray: 33 >> ray: 206.699997, colonm_point: 37
 t(3, 2), ray: 34 >> ray: 206.600006, colonm_point: 37
 t(3, 2), ray: 35 >> ray: 206.500000, colonm_point: 37
 t(3, 2), ray: 36 >> ray: 206.399994, colonm_point: 36
 t(3, 2), ray: 37 >> ray: 206.300003, colonm_point: 36
 t(3, 2), ray: 38 >> ray: 206.199997, colonm_point: 36
 t(3, 2), ray: 39 >> ray: 206.100006, colonm_point: 35
 t(3, 2), ray: 40 >> ray: 206.000000, colonm_point: 35
 t(3, 2), ray: 41 >> ray: 205.899994, colonm_point: 35
 t(3, 2), ray: 42 >> ray: 205.800003, colonm_point: 35
 t(3, 2), ray: 43 >> ray: 205.699997, colonm_point: 34
